DSN Contacts
Spacecraft = MMS2
Attitude = Ideal Mission Attitude
StartTime = 2021-051/03:45:00 UTC  (MMS TAI: 1624592669)
StopTime = 2021-268/11:55:00 UTC  (MMS TAI: 1624592669)
Project = System Manager Contact Analysis
Source = FDGSS OPS
FileCreationDate = Feb 17 2021 12:33:09.342 UTC
Stations = Goldstone (DS24, DS26), Canberra (DS34, DS36), Madrid (DS54, DS56, DS65)

Contact Event            Entry Epoch (UTC)        Exit Epoch (UTC)         Duration (min)           Data Rate                AOS Constraint           LOS Constraint           
DS26 --> MMS2_2          2021-261/23:32:44        2021-262/09:10:11        577.45000                1.25 Mbps                FieldOfView              FieldOfView              
DS26 --> MMS2_2          2021-261/23:32:44        2021-262/09:10:11        577.45000                2.50 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-261/23:32:45        2021-262/09:10:11        577.43333                1.25 Mbps                FieldOfView              FieldOfView              
DS24 --> MMS2_2          2021-261/23:32:45        2021-262/09:10:11        577.43333                2.50 Mbps                FieldOfView              FieldOfView              
DS34 --> MMS2_2          2021-262/05:27:27        2021-262/16:47:52        680.41667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_2          2021-262/05:27:27        2021-262/15:50:00        622.55000                2.50 Mbps                FieldOfView              ReturnDataRate           
DS36 --> MMS2_2          2021-262/05:52:45        2021-262/16:47:52        655.11667                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_2          2021-262/05:52:45        2021-262/15:50:00        597.25000                2.50 Mbps                Mask                     ReturnDataRate           
DS34 --> MMS2_1          2021-262/12:03:36        2021-262/13:30:41        87.08333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-262/12:03:35        2021-262/13:30:40        87.08333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-262/13:46:42        2021-262/17:13:03        206.35000                1.25 Mbps                ReturnDataRate           FieldOfView              
DS36 --> MMS2_1          2021-262/13:46:41        2021-262/16:59:53        193.20000                1.25 Mbps                ReturnDataRate           Mask                     
DS34 --> MMS2_1          2021-262/15:37:59        2021-262/16:40:18        62.31667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-262/15:37:58        2021-262/16:40:19        62.35000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS54 --> MMS2_1          2021-262/17:50:59        2021-263/01:41:28        470.48333                1.25 Mbps                FieldOfView              FieldOfView              
DS54 --> MMS2_1          2021-262/17:50:59        2021-263/00:53:58        422.98333                2.50 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-262/17:51:39        2021-263/01:40:47        469.13333                1.25 Mbps                Mask                     Mask                     
DS56 --> MMS2_1          2021-262/17:51:39        2021-263/00:53:58        422.31667                2.50 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-262/17:56:23        2021-263/01:05:15        428.86667                1.25 Mbps                Mask                     Mask                     
DS65 --> MMS2_1          2021-262/17:56:23        2021-263/00:53:57        417.56667                2.50 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-263/01:34:01        2021-263/08:43:59        429.96667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS24 --> MMS2_1          2021-263/01:34:03        2021-263/08:43:58        429.91667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS26 --> MMS2_1          2021-263/01:58:10        2021-263/05:31:21        213.18333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS24 --> MMS2_1          2021-263/01:58:11        2021-263/05:31:20        213.15000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-263/06:01:58        2021-263/16:38:05        636.11667                1.25 Mbps                FieldOfView              ReturnDataRate           
DS34 --> MMS2_1          2021-263/06:22:58        2021-263/09:04:50        161.86667                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-263/06:27:48        2021-263/16:38:05        610.28333                1.25 Mbps                Mask                     ReturnDataRate           
DS36 --> MMS2_1          2021-263/06:27:48        2021-263/09:04:48        157.00000                2.50 Mbps                Mask                     ReturnDataRate           
DS54 --> MMS2_1          2021-263/19:40:15        2021-264/00:29:17        289.03333                1.25 Mbps                FieldOfView              ReturnDataRate           
DS56 --> MMS2_1          2021-263/19:41:05        2021-264/00:29:17        288.20000                1.25 Mbps                Mask                     ReturnDataRate           
DS65 --> MMS2_1          2021-263/19:47:04        2021-264/00:29:17        282.21667                1.25 Mbps                Mask                     ReturnDataRate           
DS26 --> MMS2_1          2021-264/05:09:00        2021-264/10:14:10        305.16667                1.25 Mbps                ReturnDataRate           FieldOfView              
DS24 --> MMS2_1          2021-264/05:09:01        2021-264/10:14:09        305.13333                1.25 Mbps                ReturnDataRate           FieldOfView              
DS34 --> MMS2_1          2021-264/07:49:47        2021-264/14:54:13        424.43333                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/07:49:47        2021-264/14:54:12        424.41667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/11:34:20        2021-264/14:24:41        170.35000                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/11:34:20        2021-264/14:24:40        170.33333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/15:58:56        2021-264/17:05:47        66.85000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/15:58:54        2021-264/17:05:47        66.88333                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/16:27:45        2021-264/16:52:29        24.73333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/16:27:44        2021-264/16:52:29        24.75000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/18:32:37        2021-264/19:34:28        61.85000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/18:32:37        2021-264/19:34:28        61.85000                 1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/18:53:23        2021-264/19:25:22        31.98333                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/18:53:22        2021-264/19:25:22        32.00000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/19:54:45        2021-264/23:37:39        222.90000                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/19:54:44        2021-264/23:37:39        222.91667                1.25 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/20:04:39        2021-264/21:07:58        63.31667                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS36 --> MMS2_1          2021-264/20:04:39        2021-264/21:07:57        63.30000                 2.50 Mbps                ReturnDataRate           ReturnDataRate           
DS34 --> MMS2_1          2021-264/21:36:27        2021-264/23:35:32        119.08333                2.50 Mbps                ReturnDataRate           ReturnDataRate           
